21420_1961.txt,country:BELf,party:PVV/PLP Party of Liberty and Progress,year:1961,0.0,2998.0,0.0
21320_1961.txt,country:BELf,party:BSP/PSB Belgian Socialist Party,year:1961,0.0,1689.0,0.0
21520_1961.txt,country:BELf,party:PSC/CVP Francophone Christian Social Party and Flemish Christian People?s Party,year:1961,0.0,718.0,0.0
21111_1995.txt,country:BELf,party:ECOLO Ecologists,year:1995,1.0,7306.0,0.000136892539357
21423_1995.txt,country:BELf,party:PRL-FDF Liberal Reformation Party - Francophone Democratic Front,year:1995,10.0,8069.0,0.00124084874054
21322_1995.txt,country:BELf,party:PS Francophone Socialist Party,year:1995,8.0,48768.0,0.000164068908942
21522_1995.txt,country:BELf,party:PSC Christian Social Party,year:1995,2.0,20174.0,9.91473329367e-05
21912_1985.txt,country:BELf,party:FDF Francophone Democratic Front,year:1985,6.0,14913.0,0.000402495471926
21522_1985.txt,country:BELf,party:PSC Christian Social Party,year:1985,4.0,14119.0,0.000283386468296
21322_1985.txt,country:BELf,party:PS Francophone Socialist Party,year:1985,4.0,23868.0,0.000167616493463
21422_1985.txt,country:BELf,party:PRL Liberal Reformation Party,year:1985,8.0,21204.0,0.000377429703718
21111_1985.txt,country:BELf,party:ECOLO Ecologists,year:1985,5.0,21093.0,0.000237101669196
21111_1981.txt,country:BELf,party:ECOLO Ecologists,year:1981,5.0,23247.0,0.000215127785905
21522_1981.txt,country:BELf,party:PSC Christian Social Party,year:1981,7.0,24024.0,0.000291460215681
21911_1981.txt,country:BELf,party:RW Walloon Rally,year:1981,11.0,27542.0,0.000399549598634
21912_1981.txt,country:BELf,party:FDF Francophone Democratic Front,year:1981,6.0,13838.0,0.000433776749566
21322_1981.txt,country:BELf,party:PS Francophone Socialist Party,year:1981,6.0,15066.0,0.000398406374502
21422_1981.txt,country:BELf,party:PRL Liberal Reformation Party,year:1981,7.0,9258.0,0.000756674954059
42110_1994.txt,country:AUT,party:GRšNE The Greens,year:1994,4.0,11486.0,0.000348371363874
42420_1994.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1994,33.0,12342.0,0.00268096514745
42320_1994.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1994,1.0,10871.0,9.19963201472e-05
42421_1994.txt,country:AUT,party:LIF Liberal Forum,year:1994,1.0,2591.0,0.0003861003861
42520_1994.txt,country:AUT,party:™VP Austrian People?s Party,year:1994,1.0,18944.0,5.27899487937e-05
42420_1971.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1971,1.0,4008.0,0.000249563264287
42520_1971.txt,country:AUT,party:™VP Austrian People?s Party,year:1971,2.0,3031.0,0.000660283922086
42320_1971.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1971,0.0,2260.0,0.0
42520_1986.txt,country:AUT,party:™VP Austrian People?s Party,year:1986,0.0,1864.0,0.0
42420_1986.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1986,4.0,2146.0,0.00186741363212
42110_1986.txt,country:AUT,party:GRšNE The Greens,year:1986,7.0,6041.0,0.00116009280742
42320_1986.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1986,4.0,7945.0,0.000503714897368
42710_2006.txt,country:AUT,party:BZ™ Alliance for the Future of Austria,year:2006,0.0,1027.0,0.0
42420_2006.txt,country:AUT,party:FP™ Austrian Freedom Party,year:2006,4.0,3973.0,0.00100781053162
42110_2006.txt,country:AUT,party:GRšNE The Greens,year:2006,2.0,8383.0,0.000238635007756
42320_2006.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:2006,3.0,7680.0,0.000390777647519
42520_2006.txt,country:AUT,party:™VP Austrian People?s Party,year:2006,5.0,18608.0,0.00026877385368
42320_1999.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1999,2.0,8959.0,0.000223289047672
42110_1999.txt,country:AUT,party:GRšNE The Greens,year:1999,8.0,10106.0,0.000792236086354
42421_1999.txt,country:AUT,party:LIF Liberal Forum,year:1999,3.0,3005.0,0.000999333777482
42420_1999.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1999,6.0,1629.0,0.00369685767098
42520_1999.txt,country:AUT,party:™VP Austrian People?s Party,year:1999,11.0,30061.0,0.000366056572379
42320_1966.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1966,2.0,3213.0,0.000622858922454
42420_1966.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1966,1.0,1028.0,0.000973709834469
42520_1966.txt,country:AUT,party:™VP Austrian People?s Party,year:1966,3.0,6319.0,0.000474984167194
42520_1975.txt,country:AUT,party:™VP Austrian People?s Party,year:1975,2.0,5577.0,0.000358744394619
42320_1975.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1975,4.0,3933.0,0.00101807075592
42420_1975.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1975,1.0,1890.0,0.000529380624669
42420_2008.txt,country:AUT,party:FP™ Austrian Freedom Party,year:2008,6.0,4970.0,0.00120870265915
42110_2008.txt,country:AUT,party:GRšNE The Greens,year:2008,7.0,5480.0,0.0012790060296
42320_2008.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:2008,12.0,12911.0,0.000930304674781
42710_2008.txt,country:AUT,party:BZ™ Alliance for the Future of Austria,year:2008,9.0,3979.0,0.00226700251889
42421_2008.txt,country:AUT,party:LIF Liberal Forum,year:2008,21.0,3386.0,0.00624071322437
42951_2008.txt,country:AUT,party: ,year:2008,29.0,5217.0,0.00558982266769
42520_2008.txt,country:AUT,party:™VP Austrian People?s Party,year:2008,4.0,5872.0,0.00068166325835
42952_2008.txt,country:AUT,party: ,year:2008,1.0,9135.0,0.000109481059777
42420_1990.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1990,11.0,10704.0,0.00102871037127
42110_1990.txt,country:AUT,party:GRšNE The Greens,year:1990,48.0,27292.0,0.00176185582147
42520_1990.txt,country:AUT,party:™VP Austrian People?s Party,year:1990,7.0,7601.0,0.00092178035291
42320_1990.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1990,5.0,11543.0,0.00043335066736
42420_1970.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1970,3.0,4127.0,0.000727449078565
42520_1970.txt,country:AUT,party:™VP Austrian People?s Party,year:1970,0.0,6575.0,0.0
42320_1970.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1970,2.0,1479.0,0.00135409614083
42320_1995.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1995,4.0,3770.0,0.00106213489113
42420_1995.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1995,0.0,1279.0,0.0
42520_1995.txt,country:AUT,party:™VP Austrian People?s Party,year:1995,2.0,3726.0,0.000537056928034
42110_1995.txt,country:AUT,party:GRšNE The Greens,year:1995,1.0,1431.0,0.000699300699301
42421_1995.txt,country:AUT,party:LIF Liberal Forum,year:1995,1.0,1872.0,0.00053447354356
42420_2002.txt,country:AUT,party:FP™ Austrian Freedom Party,year:2002,10.0,26831.0,0.000372842175907
42520_2002.txt,country:AUT,party:™VP Austrian People?s Party,year:2002,5.0,27252.0,0.000183506441076
42320_2002.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:2002,3.0,12073.0,0.000248550124275
42110_2002.txt,country:AUT,party:GRšNE The Greens,year:2002,3.0,7035.0,0.00042662116041
42421_2002.txt,country:AUT,party:LIF Liberal Forum,year:2002,29.0,14112.0,0.00205922033658
42520_1983.txt,country:AUT,party:™VP Austrian People?s Party,year:1983,4.0,2546.0,0.00157356412274
42320_1983.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1983,6.0,13258.0,0.000452761847268
42420_1983.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1983,2.0,6840.0,0.000292483182217
42420_1979.txt,country:AUT,party:FP™ Austrian Freedom Party,year:1979,1.0,2942.0,0.000340020401224
42320_1979.txt,country:AUT,party:SP™ Austrian Social Democratic Party,year:1979,7.0,8477.0,0.000826446280992
12420_1965.txt,country:NOR,party:V Liberal Party,year:1965,3.0,6160.0,0.000487250284229
12520_1965.txt,country:NOR,party:KrF Christian People?s Party,year:1965,0.0,7378.0,0.0
12810_1965.txt,country:NOR,party:Sp Centre Party,year:1965,5.0,8842.0,0.000565802874279
12320_1965.txt,country:NOR,party:DnA Norwegian Labour Party,year:1965,0.0,9580.0,0.0
12620_1965.txt,country:NOR,party:H Conservative Party,year:1965,1.0,19374.0,5.16182315594e-05
12221_1965.txt,country:NOR,party:SV Socialist Left Party,year:1965,2.0,6318.0,0.000316656111463
12810_1997.txt,country:NOR,party:Sp Centre Party,year:1997,4.0,35711.0,0.000112022852662
12320_1997.txt,country:NOR,party:DnA Norwegian Labour Party,year:1997,0.0,65180.0,0.0
12520_1997.txt,country:NOR,party:KrF Christian People?s Party,year:1997,3.0,17751.0,0.000169033130494
12420_1997.txt,country:NOR,party:V Liberal Party,year:1997,6.0,22495.0,0.000266797100805
12221_1997.txt,country:NOR,party:SV Socialist Left Party,year:1997,12.0,46050.0,0.000260654242148
12620_1997.txt,country:NOR,party:H Conservative Party,year:1997,4.0,14825.0,0.000269887322043
12951_1997.txt,country:NOR,party:FrP Progress Party,year:1997,21.0,29362.0,0.000715722027197
12420_1977.txt,country:NOR,party:V Liberal Party,year:1977,2.0,14177.0,0.000141093474427
12520_1977.txt,country:NOR,party:KrF Christian People?s Party,year:1977,2.0,12307.0,0.000162535554653
12951_1977.txt,country:NOR,party:FrP Progress Party,year:1977,6.0,19686.0,0.00030487804878
12320_1977.txt,country:NOR,party:DnA Norwegian Labour Party,year:1977,0.0,13193.0,0.0
12620_1977.txt,country:NOR,party:H Conservative Party,year:1977,0.0,21352.0,0.0
12810_1977.txt,country:NOR,party:Sp Centre Party,year:1977,3.0,19424.0,0.000154471963339
12221_1977.txt,country:NOR,party:SV Socialist Left Party,year:1977,3.0,15757.0,0.000190427827853
12951_1993.txt,country:NOR,party:FrP Progress Party,year:1993,22.0,23996.0,0.000917660799199
12520_1993.txt,country:NOR,party:KrF Christian People?s Party,year:1993,5.0,14077.0,0.000355315520182
12221_1993.txt,country:NOR,party:SV Socialist Left Party,year:1993,15.0,30922.0,0.000485326948588
12320_1993.txt,country:NOR,party:DnA Norwegian Labour Party,year:1993,1.0,16931.0,5.90667454223e-05
12810_1993.txt,country:NOR,party:Sp Centre Party,year:1993,9.0,28905.0,0.00031146179402
12420_1993.txt,country:NOR,party:V Liberal Party,year:1993,38.0,20087.0,0.00189535637688
12620_1993.txt,country:NOR,party:H Conservative Party,year:1993,5.0,16476.0,0.000303563839475
12420_1973.txt,country:NOR,party:V Liberal Party,year:1973,0.0,11931.0,0.0
12810_1973.txt,country:NOR,party:Sp Centre Party,year:1973,4.0,14542.0,0.000275141009768
12221_1973.txt,country:NOR,party:SV Socialist Left Party,year:1973,2.0,12490.0,0.000160153747598
12320_1973.txt,country:NOR,party:DnA Norwegian Labour Party,year:1973,1.0,16298.0,6.13609866847e-05
12620_1973.txt,country:NOR,party:H Conservative Party,year:1973,2.0,16053.0,0.000124602828484
12520_1973.txt,country:NOR,party:KrF Christian People?s Party,year:1973,0.0,13670.0,0.0
12620_1989.txt,country:NOR,party:H Conservative Party,year:1989,2.0,42960.0,4.6557102286e-05
12420_1989.txt,country:NOR,party:V Liberal Party,year:1989,9.0,20911.0,0.000430580805665
12810_1989.txt,country:NOR,party:Sp Centre Party,year:1989,2.0,24194.0,8.2671957672e-05
12320_1989.txt,country:NOR,party:DnA Norwegian Labour Party,year:1989,3.0,30729.0,9.76371802382e-05
12520_1989.txt,country:NOR,party:KrF Christian People?s Party,year:1989,3.0,15272.0,0.000196476521056
12951_1989.txt,country:NOR,party:FrP Progress Party,year:1989,13.0,17124.0,0.000759745193151
12221_1989.txt,country:NOR,party:SV Socialist Left Party,year:1989,13.0,25496.0,0.00051014401758
12221_1961.txt,country:NOR,party:SV Socialist Left Party,year:1961,3.0,4787.0,0.000627090301003
12620_1961.txt,country:NOR,party:H Conservative Party,year:1961,1.0,16128.0,6.20078129844e-05
12420_1961.txt,country:NOR,party:V Liberal Party,year:1961,1.0,4916.0,0.000203458799593
12320_1961.txt,country:NOR,party:DnA Norwegian Labour Party,year:1961,0.0,7871.0,0.0
12520_1961.txt,country:NOR,party:KrF Christian People?s Party,year:1961,1.0,4477.0,0.000223413762288
12810_1961.txt,country:NOR,party:Sp Centre Party,year:1961,1.0,4698.0,0.000212901852246
12620_1969.txt,country:NOR,party:H Conservative Party,year:1969,1.0,11755.0,8.50774204526e-05
12420_1969.txt,country:NOR,party:V Liberal Party,year:1969,0.0,15669.0,0.0
12221_1969.txt,country:NOR,party:SV Socialist Left Party,year:1969,1.0,8523.0,0.000117343346632
12520_1969.txt,country:NOR,party:KrF Christian People?s Party,year:1969,1.0,7437.0,0.000134480903712
12810_1969.txt,country:NOR,party:Sp Centre Party,year:1969,2.0,8975.0,0.000222890894907
12320_1969.txt,country:NOR,party:DnA Norwegian Labour Party,year:1969,0.0,11171.0,0.0
12320_1985.txt,country:NOR,party:DnA Norwegian Labour Party,year:1985,0.0,29233.0,0.0
12951_1985.txt,country:NOR,party:FrP Progress Party,year:1985,9.0,14932.0,0.000603095892247
12810_1985.txt,country:NOR,party:Sp Centre Party,year:1985,2.0,16102.0,0.000124223602484
12520_1985.txt,country:NOR,party:KrF Christian People?s Party,year:1985,2.0,12323.0,0.000162324486649
12620_1985.txt,country:NOR,party:H Conservative Party,year:1985,0.0,35318.0,0.0
12221_1985.txt,country:NOR,party:SV Socialist Left Party,year:1985,9.0,22607.0,0.000398265333215
12420_1985.txt,country:NOR,party:V Liberal Party,year:1985,1.0,16392.0,6.10090903545e-05
12420_1981.txt,country:NOR,party:V Liberal Party,year:1981,3.0,23981.0,0.000125114688464
12951_1981.txt,country:NOR,party:FrP Progress Party,year:1981,19.0,15438.0,0.00123224593035
12620_1981.txt,country:NOR,party:H Conservative Party,year:1981,2.0,27579.0,7.25242049534e-05
12221_1981.txt,country:NOR,party:SV Socialist Left Party,year:1981,5.0,16243.0,0.000307919694544
12520_1981.txt,country:NOR,party:KrF Christian People?s Party,year:1981,1.0,10001.0,0.0001
12810_1981.txt,country:NOR,party:Sp Centre Party,year:1981,6.0,20794.0,0.000288628054647
12320_1981.txt,country:NOR,party:DnA Norwegian Labour Party,year:1981,0.0,15314.0,0.0
12420_2001.txt,country:NOR,party:V Liberal Party,year:2001,13.0,39982.0,0.000325252070355
12520_2001.txt,country:NOR,party:KrF Christian People?s Party,year:2001,15.0,43229.0,0.000347109732957
12810_2001.txt,country:NOR,party:Sp Centre Party,year:2001,3.0,45544.0,6.58747063086e-05
12620_2001.txt,country:NOR,party:H Conservative Party,year:2001,1.0,18597.0,5.37750053775e-05
12320_2001.txt,country:NOR,party:DnA Norwegian Labour Party,year:2001,5.0,39661.0,0.000126084325197
12951_2001.txt,country:NOR,party:FrP Progress Party,year:2001,21.0,39138.0,0.000536850985505
12221_2001.txt,country:NOR,party:SV Socialist Left Party,year:2001,5.0,35467.0,0.000140995995714
33908_2011.txt,country:ESP,party:BNG Galician Nationalist Bloc,year:2011,9.0,15812.0,0.000569512117952
33612_2011.txt,country:ESP,party:FAC Forum Asturias,year:2011,25.0,38852.0,0.000643881834806
33611_2011.txt,country:ESP,party:CiU Convergence and Union,year:2011,4.0,45181.0,8.85406290812e-05
33220_2011.txt,country:ESP,party:IU United Left,year:2011,12.0,33294.0,0.000360555255093
33093_2011.txt,country:ESP,party:Commitment-Q,year:2011,23.0,32894.0,0.000699704907061
33610_2011.txt,country:ESP,party:PP Popular Party,year:2011,38.0,45752.0,0.000831255195345
33091_2011.txt,country:ESP,party:Future Yes,year:2011,23.0,19402.0,0.00118685174674
33440_2011.txt,country:ESP,party:"UPyD Union ,year:2011,14.0,18418.0,0.00076070419474
33320_2011.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:2011,32.0,62763.0,0.000510114616378
33907_2011.txt,country:ESP,party:CC Canarian Coalition,year:2011,12.0,24033.0,0.000499562882478
33905_2004.txt,country:ESP,party:ERC Catalan Republican Left,year:2004,5.0,25208.0,0.000198389080665
33611_2004.txt,country:ESP,party:CiU Convergence and Union,year:2004,19.0,122232.0,0.000155466276092
33908_2004.txt,country:ESP,party:BNG Galician Nationalist Bloc,year:2004,19.0,34475.0,0.000551427908057
33220_2004.txt,country:ESP,party:IU United Left,year:2004,30.0,48518.0,0.000618709783864
33320_2004.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:2004,67.0,87234.0,0.000768639508071
33610_2004.txt,country:ESP,party:PP Popular Party,year:2004,25.0,86538.0,0.000288973911435
33220_1996.txt,country:ESP,party:IU United Left,year:1996,74.0,153108.0,0.000483552674569
33610_1996.txt,country:ESP,party:PP Popular Party,year:1996,24.0,55254.0,0.000434546442151
33320_1996.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:1996,29.0,69938.0,0.000414824986769
33902_1996.txt,country:ESP,party:PNV/EAJ Basque Nationalist Party,year:1996,30.0,69694.0,0.000430638493339
33438_1986.txt,country:ESP,party:PDP Popular Democratic Party,year:1986,19.0,30368.0,0.000626050281723
33220_1986.txt,country:ESP,party:IU United Left,year:1986,25.0,25385.0,0.000985804416404
33611_1986.txt,country:ESP,party:CiU Convergence and Union,year:1986,0.0,23915.0,0.0
33320_1986.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:1986,8.0,37710.0,0.00021219033473
33512_1986.txt,country:ESP,party:CDS Centre Democrats,year:1986,15.0,32388.0,0.000463349087202
33320_1977.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:1977,6.0,4464.0,0.00134589502019
33430_1977.txt,country:ESP,party:UCD Union of the Democratic Centre/Centrist Bloc,year:1977,2.0,5361.0,0.000373203955962
33220_1993.txt,country:ESP,party:IU United Left,year:1993,19.0,66010.0,0.000287918049431
33610_1993.txt,country:ESP,party:PP Popular Party,year:1993,17.0,42494.0,0.0004002165878
33320_1993.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:1993,17.0,32024.0,0.000531133814478
33512_1993.txt,country:ESP,party:CDS Centre Democrats,year:1993,1.0,2084.0,0.00048007681229
33611_1993.txt,country:ESP,party:CiU Convergence and Union,year:1993,1.0,2698.0,0.00037078235076
33512_1982.txt,country:ESP,party:CDS Centre Democrats,year:1982,4.0,14054.0,0.000284697508897
33611_1982.txt,country:ESP,party:CiU Convergence and Union,year:1982,1.0,10131.0,9.87166831194e-05
33430_1982.txt,country:ESP,party:UCD Union of the Democratic Centre/Centrist Bloc,year:1982,1.0,25692.0,3.89241368573e-05
33220_1982.txt,country:ESP,party:IU United Left,year:1982,1.0,10950.0,9.13325417846e-05
33320_1982.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:1982,8.0,32027.0,0.000249851650582
33610_1982.txt,country:ESP,party:PP Popular Party,year:1982,10.0,47490.0,0.000210614995788
33512_1989.txt,country:ESP,party:CDS Centre Democrats,year:1989,17.0,49849.0,0.000341146251405
33220_1989.txt,country:ESP,party:IU United Left,year:1989,16.0,38318.0,0.00041773275547
33611_1989.txt,country:ESP,party:CiU Convergence and Union,year:1989,10.0,44002.0,0.000227314057101
33610_1989.txt,country:ESP,party:PP Popular Party,year:1989,20.0,39708.0,0.000503930659141
33320_1989.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:1989,6.0,24185.0,0.000248149220398
33909_2008.txt,country:ESP,party:CHA Aragonist Council,year:2008,17.0,21505.0,0.000791139240506
33908_2008.txt,country:ESP,party:BNG Galician Nationalist Bloc,year:2008,6.0,32668.0,0.000183699712204
33320_2008.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:2008,55.0,103978.0,0.000529237993514
33902_2000.txt,country:ESP,party:PNV/EAJ Basque Nationalist Party,year:2000,40.0,74482.0,0.000537331076543
33320_2000.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:2000,18.0,32562.0,0.000553097345133
33610_2000.txt,country:ESP,party:PP Popular Party,year:2000,22.0,54367.0,0.000404821050695
33220_2000.txt,country:ESP,party:IU United Left,year:2000,55.0,168762.0,0.000326008997848
33320_1979.txt,country:ESP,party:PSOE Spanish Socialist Workers? Party,year:1979,2.0,10762.0,0.000185873605948
33220_1979.txt,country:ESP,party:IU United Left,year:1979,11.0,10064.0,0.0010942007361
33430_1979.txt,country:ESP,party:UCD Union of the Democratic Centre/Centrist Bloc,year:1979,3.0,14451.0,0.000207641196013
35313_2011.txt,country:PRT,party:PSD Social Democratic Party,year:2011,48.0,63838.0,0.000752469039034
35220_2011.txt,country:PRT,party:PCP Portuguese Communist Party,year:2011,7.0,4413.0,0.00158874262369
35311_2011.txt,country:PRT,party:PS Socialist Party,year:2011,25.0,19526.0,0.0012819855392
35110_2011.txt,country:PRT,party:PEV Ecologist Party 'The Greens',year:2011,4.0,2589.0,0.00154738878143
35210_1987.txt,country:PRT,party:UDP Popular Democratic Union,year:1987,4.0,1877.0,0.00213561131874
35313_1987.txt,country:PRT,party:PSD Social Democratic Party,year:1987,2.0,1653.0,0.00121138703816
35311_1987.txt,country:PRT,party:PS Socialist Party,year:1987,7.0,2025.0,0.00346878097126
35220_1987.txt,country:PRT,party:PCP Portuguese Communist Party,year:1987,13.0,3650.0,0.00357437448447
35315_1987.txt,country:PRT,party:ID Democratic Intervention,year:1987,3.0,2092.0,0.0014360938248
35110_1987.txt,country:PRT,party:PEV Ecologist Party 'The Greens',year:1987,0.0,1604.0,0.0
35229_2005.txt,country:PRT,party:CDU Unified Democratic Coalition,year:2005,57.0,52589.0,0.00108505292012
35110_2005.txt,country:PRT,party:PEV Ecologist Party 'The Greens',year:2005,6.0,1425.0,0.00422832980973
35313_2005.txt,country:PRT,party:PSD Social Democratic Party,year:2005,29.0,48345.0,0.000600215249607
35311_2005.txt,country:PRT,party:PS Socialist Party,year:2005,1.0,1906.0,0.000524934383202
35313_1999.txt,country:PRT,party:PSD Social Democratic Party,year:1999,22.0,16840.0,0.00130812224997
35220_1999.txt,country:PRT,party:PCP Portuguese Communist Party,year:1999,99.0,87253.0,0.00113592032494
35311_1999.txt,country:PRT,party:PS Socialist Party,year:1999,25.0,62919.0,0.000397494196585
35313_1975.txt,country:PRT,party:PSD Social Democratic Party,year:1975,1.0,978.0,0.00102354145343
35220_1975.txt,country:PRT,party:PCP Portuguese Communist Party,year:1975,5.0,3033.0,0.00165125495376
35310_1975.txt,country:PRT,party:MDP Popular Democratic Movement,year:1975,1.0,1635.0,0.000611995104039
35311_1975.txt,country:PRT,party:PS Socialist Party,year:1975,2.0,1586.0,0.00126262626263
35210_1975.txt,country:PRT,party:UDP Popular Democratic Union,year:1975,8.0,3472.0,0.00230946882217
35313_1991.txt,country:PRT,party:PSD Social Democratic Party,year:1991,12.0,19422.0,0.000618238021638
35220_1991.txt,country:PRT,party:PCP Portuguese Communist Party,year:1991,60.0,42675.0,0.00140795494544
35311_1991.txt,country:PRT,party:PS Socialist Party,year:1991,80.0,78311.0,0.00102261251933
35311_1995.txt,country:PRT,party:PS Socialist Party,year:1995,93.0,117976.0,0.000788917825301
35220_1995.txt,country:PRT,party:PCP Portuguese Communist Party,year:1995,99.0,74523.0,0.00133021605934
35313_1995.txt,country:PRT,party:PSD Social Democratic Party,year:1995,13.0,30845.0,0.000421639854696
35220_2002.txt,country:PRT,party:PCP Portuguese Communist Party,year:2002,35.0,43750.0,0.00080064051241
35313_2002.txt,country:PRT,party:PSD Social Democratic Party,year:2002,56.0,44223.0,0.00126791495913
35311_2002.txt,country:PRT,party:PS Socialist Party,year:2002,45.0,74906.0,0.000601114064733
35110_2002.txt,country:PRT,party:PEV Ecologist Party 'The Greens',year:2002,1.0,1403.0,0.000713266761769
35210_1983.txt,country:PRT,party:UDP Popular Democratic Union,year:1983,12.0,2636.0,0.00457317073171
35313_1983.txt,country:PRT,party:PSD Social Democratic Party,year:1983,9.0,9593.0,0.000939065108514
35710_1983.txt,country:PRT,party:PPM Popular Monarchist Party,year:1983,1.0,2370.0,0.000422119037569
35311_1983.txt,country:PRT,party:PS Socialist Party,year:1983,4.0,2079.0,0.00192771084337
35220_1983.txt,country:PRT,party:PCP Portuguese Communist Party,year:1983,3.0,3682.0,0.000815438977983
35110_1983.txt,country:PRT,party:PEV Ecologist Party 'The Greens',year:1983,2.0,591.0,0.00339558573854
35220_1979.txt,country:PRT,party:PCP Portuguese Communist Party,year:1979,1.0,2662.0,0.000375798571965
35311_1979.txt,country:PRT,party:PS Socialist Party,year:1979,21.0,12501.0,0.00168269230769
35210_1979.txt,country:PRT,party:UDP Popular Democratic Union,year:1979,24.0,5939.0,0.00405748098056
35210_1985.txt,country:PRT,party:UDP Popular Democratic Union,year:1985,16.0,3614.0,0.00444691495275
35312_1985.txt,country:PRT,party:PRD Democratic Renewal Party,year:1985,6.0,1005.0,0.00600600600601
35313_1985.txt,country:PRT,party:PSD Social Democratic Party,year:1985,3.0,1343.0,0.00223880597015
35311_1985.txt,country:PRT,party:PS Socialist Party,year:1985,4.0,864.0,0.0046511627907
35220_1985.txt,country:PRT,party:PCP Portuguese Communist Party,year:1985,12.0,2490.0,0.00484261501211
35220_1980.txt,country:PRT,party:PCP Portuguese Communist Party,year:1980,20.0,5557.0,0.00361206429474
35210_1980.txt,country:PRT,party:UDP Popular Democratic Union,year:1980,15.0,4881.0,0.00308261405672
35220_1976.txt,country:PRT,party:PCP Portuguese Communist Party,year:1976,2.0,1055.0,0.00189933523267
35710_1976.txt,country:PRT,party:PPM Popular Monarchist Party,year:1976,10.0,1795.0,0.00560224089636
35311_1976.txt,country:PRT,party:PS Socialist Party,year:1976,2.0,4070.0,0.000491642084562
35313_1976.txt,country:PRT,party:PSD Social Democratic Party,year:1976,5.0,1390.0,0.00361010830325
35210_1976.txt,country:PRT,party:UDP Popular Democratic Union,year:1976,6.0,1585.0,0.00379987333756
11110_1994.txt,country:SWE,party:MP Green Ecology Party,year:1994,1.0,1440.0,0.000694927032662
11320_1994.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1994,2.0,2539.0,0.000788332676389
11620_1994.txt,country:SWE,party:MSP Moderate Coalition Party,year:1994,1.0,2441.0,0.000409836065574
11420_1994.txt,country:SWE,party:FP Liberal People?s Party,year:1994,5.0,2853.0,0.00175561797753
11220_1994.txt,country:SWE,party:V Left Party,year:1994,6.0,2122.0,0.00283553875236
11520_1994.txt,country:SWE,party:Kd Christian Democrats,year:1994,0.0,1035.0,0.0
11810_1994.txt,country:SWE,party:CP Centre Party,year:1994,3.0,1945.0,0.00154479917611
11420_1988.txt,country:SWE,party:FP Liberal People?s Party,year:1988,6.0,3347.0,0.00179586950015
11810_1988.txt,country:SWE,party:CP Centre Party,year:1988,1.0,1011.0,0.000990099009901
11220_1988.txt,country:SWE,party:V Left Party,year:1988,12.0,2682.0,0.00449438202247
11620_1988.txt,country:SWE,party:MSP Moderate Coalition Party,year:1988,1.0,1535.0,0.000651890482399
11110_1988.txt,country:SWE,party:MP Green Ecology Party,year:1988,2.0,723.0,0.00277392510402
11320_1988.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1988,1.0,828.0,0.00120918984281
11320_1982.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1982,1.0,1243.0,0.000805152979066
11220_1982.txt,country:SWE,party:V Left Party,year:1982,5.0,1426.0,0.00351864883885
11620_1982.txt,country:SWE,party:MSP Moderate Coalition Party,year:1982,3.0,905.0,0.00332594235033
11420_1982.txt,country:SWE,party:FP Liberal People?s Party,year:1982,4.0,1061.0,0.00378429517502
11810_1982.txt,country:SWE,party:CP Centre Party,year:1982,4.0,3331.0,0.00120228434025
11810_2010.txt,country:SWE,party:CP Centre Party,year:2010,2.0,7104.0,0.000281610813855
