11710_2010.txt,country:SWE,party:SD Sweden Democrats,year:2010,1.0,1804.0,0.000554631170272
11220_1973.txt,country:SWE,party:V Left Party,year:1973,1.0,699.0,0.00143266475645
11620_1973.txt,country:SWE,party:MSP Moderate Coalition Party,year:1973,0.0,476.0,0.0
11320_1973.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1973,0.0,282.0,0.0
11420_1973.txt,country:SWE,party:FP Liberal People?s Party,year:1973,2.0,1388.0,0.001443001443
11810_1973.txt,country:SWE,party:CP Centre Party,year:1973,1.0,1583.0,0.00063211125158
11620_1968.txt,country:SWE,party:MSP Moderate Coalition Party,year:1968,8.0,3136.0,0.00255754475703
11810_1968.txt,country:SWE,party:CP Centre Party,year:1968,6.0,8665.0,0.000692920660584
11220_1968.txt,country:SWE,party:V Left Party,year:1968,2.0,619.0,0.0032414910859
11420_1968.txt,country:SWE,party:FP Liberal People?s Party,year:1968,1.0,807.0,0.00124069478908
11320_1968.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1968,2.0,508.0,0.00395256916996
11520_1991.txt,country:SWE,party:Kd Christian Democrats,year:1991,0.0,626.0,0.0
11220_1991.txt,country:SWE,party:V Left Party,year:1991,1.0,1231.0,0.000813008130081
11320_1991.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1991,1.0,1701.0,0.000588235294118
11951_1991.txt,country:SWE,party:NyD New Democracy,year:1991,8.0,4515.0,0.00177501664078
11420_1991.txt,country:SWE,party:FP Liberal People?s Party,year:1991,14.0,3101.0,0.00453514739229
11620_1991.txt,country:SWE,party:MSP Moderate Coalition Party,year:1991,2.0,1911.0,0.00104766893662
11810_1991.txt,country:SWE,party:CP Centre Party,year:1991,1.0,1608.0,0.000622277535781
11110_1991.txt,country:SWE,party:MP Green Ecology Party,year:1991,2.0,1475.0,0.00135777325187
11420_1960.txt,country:SWE,party:FP Liberal People?s Party,year:1960,0.0,346.0,0.0
11320_1960.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1960,0.0,263.0,0.0
11620_1960.txt,country:SWE,party:MSP Moderate Coalition Party,year:1960,1.0,956.0,0.00104712041885
11810_1960.txt,country:SWE,party:CP Centre Party,year:1960,2.0,1627.0,0.00123076923077
11220_1960.txt,country:SWE,party:V Left Party,year:1960,1.0,879.0,0.00113895216401
11320_1964.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1964,1.0,942.0,0.00106269925611
11810_1964.txt,country:SWE,party:CP Centre Party,year:1964,3.0,3791.0,0.000791974656811
11220_1964.txt,country:SWE,party:V Left Party,year:1964,0.0,654.0,0.0
11420_1964.txt,country:SWE,party:FP Liberal People?s Party,year:1964,0.0,189.0,0.0
11620_1964.txt,country:SWE,party:MSP Moderate Coalition Party,year:1964,0.0,512.0,0.0
11420_1970.txt,country:SWE,party:FP Liberal People?s Party,year:1970,1.0,891.0,0.00112359550562
11620_1970.txt,country:SWE,party:MSP Moderate Coalition Party,year:1970,0.0,344.0,0.0
11320_1970.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1970,2.0,1616.0,0.00123915737299
11220_1970.txt,country:SWE,party:V Left Party,year:1970,0.0,377.0,0.0
11810_1970.txt,country:SWE,party:CP Centre Party,year:1970,2.0,882.0,0.00227272727273
11620_2002.txt,country:SWE,party:MSP Moderate Coalition Party,year:2002,12.0,5740.0,0.00209497206704
11220_2002.txt,country:SWE,party:V Left Party,year:2002,8.0,5682.0,0.00140994007755
11420_2002.txt,country:SWE,party:FP Liberal People?s Party,year:2002,5.0,5735.0,0.00087260034904
11320_2002.txt,country:SWE,party:SAP Social Democratic Labour Party,year:2002,1.0,2905.0,0.00034435261708
11520_2002.txt,country:SWE,party:Kd Christian Democrats,year:2002,7.0,4670.0,0.00150117949818
11810_2002.txt,country:SWE,party:CP Centre Party,year:2002,4.0,2602.0,0.00153964588145
11110_2002.txt,country:SWE,party:MP Green Ecology Party,year:2002,1.0,1480.0,0.000676132521974
11220_1998.txt,country:SWE,party:V Left Party,year:1998,20.0,4575.0,0.00439077936334
11810_1998.txt,country:SWE,party:CP Centre Party,year:1998,4.0,2855.0,0.00140301648544
11110_1998.txt,country:SWE,party:MP Green Ecology Party,year:1998,0.0,649.0,0.0
11420_1998.txt,country:SWE,party:FP Liberal People?s Party,year:1998,1.0,923.0,0.00108459869848
11620_1998.txt,country:SWE,party:MSP Moderate Coalition Party,year:1998,9.0,4378.0,0.00205996795605
11320_1998.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1998,0.0,3938.0,0.0
11520_1998.txt,country:SWE,party:Kd Christian Democrats,year:1998,3.0,2301.0,0.00130548302872
11220_1979.txt,country:SWE,party:V Left Party,year:1979,1.0,1754.0,0.000570450656018
11620_1979.txt,country:SWE,party:MSP Moderate Coalition Party,year:1979,1.0,821.0,0.00121951219512
11810_1979.txt,country:SWE,party:CP Centre Party,year:1979,0.0,2439.0,0.0
11320_1979.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1979,2.0,1165.0,0.00171969045572
11420_1979.txt,country:SWE,party:FP Liberal People?s Party,year:1979,2.0,3995.0,0.000500876533934
11220_1985.txt,country:SWE,party:V Left Party,year:1985,4.0,3021.0,0.00132582035134
11810_1985.txt,country:SWE,party:CP Centre Party,year:1985,0.0,1889.0,0.0
11620_1985.txt,country:SWE,party:MSP Moderate Coalition Party,year:1985,4.0,975.0,0.00411946446962
11320_1985.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1985,4.0,1083.0,0.00370713623726
11420_1985.txt,country:SWE,party:FP Liberal People?s Party,year:1985,3.0,2285.0,0.00131463628396
11220_1976.txt,country:SWE,party:V Left Party,year:1976,0.0,1422.0,0.0
11420_1976.txt,country:SWE,party:FP Liberal People?s Party,year:1976,2.0,1053.0,0.00190294957184
11620_1976.txt,country:SWE,party:MSP Moderate Coalition Party,year:1976,0.0,754.0,0.0
11810_1976.txt,country:SWE,party:CP Centre Party,year:1976,2.0,2734.0,0.000732064421669
11320_1976.txt,country:SWE,party:SAP Social Democratic Labour Party,year:1976,0.0,464.0,0.0
14320_1962.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1962,0.0,580.0,0.0
14620_1962.txt,country:FIN,party:KK National Coalition,year:1962,1.0,616.0,0.00162601626016
14221_1962.txt,country:FIN,party:SKDL Finnish People?s Democratic Union,year:1962,4.0,1047.0,0.00383509108341
14901_1962.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1962,0.0,1538.0,0.0
14520_2011.txt,country:FIN,party:KD Christian Democrats in Finland,year:2011,10.0,7184.0,0.00139392249791
14110_2011.txt,country:FIN,party:VL Green Union,year:2011,2.0,5934.0,0.000337154416723
14820_2011.txt,country:FIN,party:PS True Finns,year:2011,76.0,20907.0,0.00364840862177
14810_2011.txt,country:FIN,party:SK Finnish Centre,year:2011,6.0,10683.0,0.000561955605507
14223_2011.txt,country:FIN,party:VAS Left Wing Alliance,year:2011,0.0,1614.0,0.0
14620_2011.txt,country:FIN,party:KK National Coalition,year:2011,15.0,5284.0,0.00284684000759
14320_2011.txt,country:FIN,party:SSDP Finnish Social Democrats,year:2011,2.0,7019.0,0.000285022089212
14901_2011.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:2011,0.0,2065.0,0.0
14820_1987.txt,country:FIN,party:PS True Finns,year:1987,0.0,800.0,0.0
14620_1987.txt,country:FIN,party:KK National Coalition,year:1987,0.0,1037.0,0.0
14221_1987.txt,country:FIN,party:SKDL Finnish People?s Democratic Union,year:1987,0.0,11144.0,0.0
14320_1987.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1987,9.0,2732.0,0.00330517811238
14520_1987.txt,country:FIN,party:KD Christian Democrats in Finland,year:1987,12.0,1916.0,0.0063025210084
14222_1987.txt,country:FIN,party:DEVA Democratic Alternative,year:1987,2.0,1520.0,0.00131752305665
14901_1987.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1987,0.0,1310.0,0.0
14810_1987.txt,country:FIN,party:SK Finnish Centre,year:1987,14.0,3417.0,0.00411401704378
14320_2003.txt,country:FIN,party:SSDP Finnish Social Democrats,year:2003,3.0,1978.0,0.00151898734177
14110_2003.txt,country:FIN,party:VL Green Union,year:2003,1.0,3966.0,0.000252206809584
14810_2003.txt,country:FIN,party:SK Finnish Centre,year:2003,6.0,1365.0,0.00441501103753
14620_2003.txt,country:FIN,party:KK National Coalition,year:2003,9.0,2107.0,0.00428979980934
14223_2003.txt,country:FIN,party:VAS Left Wing Alliance,year:2003,0.0,338.0,0.0
14901_2003.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:2003,1.0,2709.0,0.000369276218612
14820_2003.txt,country:FIN,party:PS True Finns,year:2003,9.0,1957.0,0.00462012320329
14520_2003.txt,country:FIN,party:KD Christian Democrats in Finland,year:2003,1.0,459.0,0.00218340611354
14901_1999.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1999,1.0,1595.0,0.000627352572146
14320_1999.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1999,0.0,733.0,0.0
14620_1999.txt,country:FIN,party:KK National Coalition,year:1999,9.0,8178.0,0.00110172603746
14810_1999.txt,country:FIN,party:SK Finnish Centre,year:1999,2.0,1289.0,0.001554001554
14110_1999.txt,country:FIN,party:VL Green Union,year:1999,0.0,3186.0,0.0
14320_2007.txt,country:FIN,party:SSDP Finnish Social Democrats,year:2007,1.0,3746.0,0.000267022696929
14110_2007.txt,country:FIN,party:VL Green Union,year:2007,0.0,3097.0,0.0
14901_2007.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:2007,0.0,1117.0,0.0
14820_2007.txt,country:FIN,party:PS True Finns,year:2007,32.0,8733.0,0.00367773819101
14620_2007.txt,country:FIN,party:KK National Coalition,year:2007,5.0,5153.0,0.000971250971251
14221_1966.txt,country:FIN,party:SKDL Finnish People?s Democratic Union,year:1966,1.0,552.0,0.00181488203267
14901_1966.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1966,0.0,606.0,0.0
14310_1966.txt,country:FIN,party:TPSL Social Democratic League of Workers and Smallholders,year:1966,0.0,2373.0,0.0
14810_1966.txt,country:FIN,party:SK Finnish Centre,year:1966,0.0,2547.0,0.0
14320_1966.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1966,1.0,664.0,0.00150829562594
14420_1966.txt,country:FIN,party:LKP Liberal People?s Party,year:1966,2.0,2041.0,0.000980872976949
14221_1975.txt,country:FIN,party:SKDL Finnish People?s Democratic Union,year:1975,1.0,1210.0,0.000827129859388
14820_1975.txt,country:FIN,party:PS True Finns,year:1975,2.0,219.0,0.00921658986175
14520_1975.txt,country:FIN,party:KD Christian Democrats in Finland,year:1975,2.0,329.0,0.00611620795107
14901_1975.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1975,0.0,1642.0,0.0
14810_1975.txt,country:FIN,party:SK Finnish Centre,year:1975,0.0,969.0,0.0
14320_1975.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1975,0.0,224.0,0.0
14901_1972.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1972,0.0,1556.0,0.0
14221_1972.txt,country:FIN,party:SKDL Finnish People?s Democratic Union,year:1972,3.0,677.0,0.00445103857567
14520_1972.txt,country:FIN,party:KD Christian Democrats in Finland,year:1972,0.0,802.0,0.0
14810_1972.txt,country:FIN,party:SK Finnish Centre,year:1972,0.0,495.0,0.0
14320_1972.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1972,0.0,396.0,0.0
14620_1972.txt,country:FIN,party:KK National Coalition,year:1972,0.0,391.0,0.0
14820_1972.txt,country:FIN,party:PS True Finns,year:1972,1.0,300.0,0.00334448160535
14223_1991.txt,country:FIN,party:VAS Left Wing Alliance,year:1991,1.0,556.0,0.0018018018018
14520_1991.txt,country:FIN,party:KD Christian Democrats in Finland,year:1991,3.0,1228.0,0.00244897959184
14620_1991.txt,country:FIN,party:KK National Coalition,year:1991,0.0,709.0,0.0
14820_1991.txt,country:FIN,party:PS True Finns,year:1991,4.0,964.0,0.00416666666667
14110_1991.txt,country:FIN,party:VL Green Union,year:1991,3.0,2333.0,0.00128755364807
14901_1991.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1991,0.0,1398.0,0.0
14810_1991.txt,country:FIN,party:SK Finnish Centre,year:1991,1.0,940.0,0.0010649627263
14320_1991.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1991,0.0,837.0,0.0
14221_1970.txt,country:FIN,party:SKDL Finnish People?s Democratic Union,year:1970,4.0,1940.0,0.00206611570248
14820_1970.txt,country:FIN,party:PS True Finns,year:1970,3.0,1821.0,0.0016501650165
14620_1970.txt,country:FIN,party:KK National Coalition,year:1970,7.0,1031.0,0.0068359375
14420_1970.txt,country:FIN,party:LKP Liberal People?s Party,year:1970,1.0,329.0,0.0030487804878
14810_1970.txt,country:FIN,party:SK Finnish Centre,year:1970,4.0,1250.0,0.00321027287319
14520_1970.txt,country:FIN,party:KD Christian Democrats in Finland,year:1970,10.0,650.0,0.015625
14520_1995.txt,country:FIN,party:KD Christian Democrats in Finland,year:1995,3.0,1109.0,0.00271247739602
14620_1995.txt,country:FIN,party:KK National Coalition,year:1995,1.0,1694.0,0.000590667454223
14430_1995.txt,country:FIN,party:"NSP Progressive Finnish Party,year:1995,2.0,486.0,0.00413223140496
14901_1995.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1995,4.0,1789.0,0.00224089635854
14223_1995.txt,country:FIN,party:VAS Left Wing Alliance,year:1995,2.0,443.0,0.00453514739229
14110_1995.txt,country:FIN,party:VL Green Union,year:1995,0.0,583.0,0.0
14810_1995.txt,country:FIN,party:SK Finnish Centre,year:1995,0.0,372.0,0.0
14320_1995.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1995,4.0,1114.0,0.0036036036036
14820_1983.txt,country:FIN,party:PS True Finns,year:1983,0.0,160.0,0.0
14620_1983.txt,country:FIN,party:KK National Coalition,year:1983,0.0,173.0,0.0
14901_1983.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1983,0.0,877.0,0.0
14320_1983.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1983,0.0,229.0,0.0
14810_1983.txt,country:FIN,party:SK Finnish Centre,year:1983,0.0,493.0,0.0
14520_1983.txt,country:FIN,party:KD Christian Democrats in Finland,year:1983,0.0,880.0,0.0
14221_1983.txt,country:FIN,party:SKDL Finnish People?s Democratic Union,year:1983,3.0,1564.0,0.00192184497117
14620_1979.txt,country:FIN,party:KK National Coalition,year:1979,0.0,102.0,0.0
14810_1979.txt,country:FIN,party:SK Finnish Centre,year:1979,1.0,1317.0,0.000759878419453
14520_1979.txt,country:FIN,party:KD Christian Democrats in Finland,year:1979,0.0,371.0,0.0
14820_1979.txt,country:FIN,party:PS True Finns,year:1979,0.0,154.0,0.0
14221_1979.txt,country:FIN,party:SKDL Finnish People?s Democratic Union,year:1979,1.0,1063.0,0.000941619585687
14420_1979.txt,country:FIN,party:LKP Liberal People?s Party,year:1979,5.0,1006.0,0.004995004995
14901_1979.txt,country:FIN,party:RKP/SFP Swedish People?s Party,year:1979,0.0,3803.0,0.0
14320_1979.txt,country:FIN,party:SSDP Finnish Social Democrats,year:1979,1.0,1536.0,0.000651465798046
41521_1965.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1965,15.0,10837.0,0.00138606542229
41320_1965.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1965,18.0,25455.0,0.000707630616818
41420_1965.txt,country:DEU,party:FDP Free Democratic Party,year:1965,3.0,7419.0,0.000404530744337
41221_1994.txt,country:DEU,party:PDS Party of Democratic Socialism,year:1994,5.0,7979.0,0.000627037873088
41420_1994.txt,country:DEU,party:FDP Free Democratic Party,year:1994,17.0,46883.0,0.000362736312039
41113_1994.txt,country:DEU,party:90/Greens Alliance?90/Greens,year:1994,34.0,30822.0,0.00110432636092
41521_1994.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1994,2.0,13865.0,0.000144268917262
41320_1994.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1994,4.0,15408.0,0.000259672812257
41420_1987.txt,country:DEU,party:FDP Free Democratic Party,year:1987,1.0,6271.0,0.000159489633174
41320_1987.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1987,6.0,10385.0,0.000578090374795
41111_1987.txt,country:DEU,party:The Greens,year:1987,29.0,18447.0,0.00157454663916
41521_1987.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1987,5.0,17877.0,0.000279767233662
41320_2005.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:2005,2.0,12402.0,0.000161290322581
41221_2005.txt,country:DEU,party:PDS Party of Democratic Socialism,year:2005,1.0,1703.0,0.000587544065805
41420_2005.txt,country:DEU,party:FDP Free Democratic Party,year:2005,3.0,31267.0,9.5957011259e-05
41521_1972.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1972,0.0,3886.0,0.0
41320_1972.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1972,5.0,13195.0,0.000379075056861
41420_1961.txt,country:DEU,party:FDP Free Democratic Party,year:1961,0.0,2530.0,0.0
41521_1961.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1961,0.0,461.0,0.0
41320_1961.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1961,8.0,7275.0,0.00110086693271
41320_1990.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1990,1.0,7840.0,0.000127567291746
41221_1990.txt,country:DEU,party:PDS Party of Democratic Socialism,year:1990,11.0,10279.0,0.00107128944293
41521_1990.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1990,2.0,5966.0,0.000335345405768
41420_1990.txt,country:DEU,party:FDP Free Democratic Party,year:1990,7.0,28964.0,0.000241737749076
41112_1990.txt,country:DEU,party:Greens/90 Greens/Alliance?90,year:1990,13.0,4971.0,0.00262202501008
41521_1969.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1969,0.0,2457.0,0.0
41420_1969.txt,country:DEU,party:FDP Free Democratic Party,year:1969,1.0,4573.0,0.000218722659668
41320_1969.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1969,0.0,3418.0,0.0
41521_2002.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:2002,7.0,20663.0,0.000338884585593
41320_2002.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:2002,17.0,20844.0,0.000816248139434
41113_2002.txt,country:DEU,party:90/Greens Alliance?90/Greens,year:2002,20.0,23005.0,0.000870132695236
41221_2002.txt,country:DEU,party:PDS Party of Democratic Socialism,year:2002,14.0,14023.0,0.000999357555857
41420_2002.txt,country:DEU,party:FDP Free Democratic Party,year:2002,13.0,32576.0,0.00039922611553
41320_1998.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1998,10.0,15649.0,0.000639427073342
41420_1998.txt,country:DEU,party:FDP Free Democratic Party,year:1998,7.0,24244.0,0.000288814622272
41521_1998.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1998,2.0,8495.0,0.000235488048982
41113_1998.txt,country:DEU,party:90/Greens Alliance?90/Greens,year:1998,27.0,33535.0,0.000805777724722
41221_1998.txt,country:DEU,party:PDS Party of Democratic Socialism,year:1998,23.0,15478.0,0.00148819152378
41111_1983.txt,country:DEU,party:The Greens,year:1983,6.0,4589.0,0.00130918612263
41521_1983.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1983,5.0,5224.0,0.000958037938302
41420_1983.txt,country:DEU,party:FDP Free Democratic Party,year:1983,1.0,7791.0,0.00012836970475
41320_1983.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1983,6.0,10629.0,0.000564812199944
41420_1980.txt,country:DEU,party:FDP Free Democratic Party,year:1980,7.0,24619.0,0.00028441410694
41521_1980.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1980,9.0,11342.0,0.000794141004147
41320_1980.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1980,5.0,9872.0,0.000506739637174
41521_1976.txt,country:DEU,party:CDU/CSU Christian Democratic Union/Christian Social Union,year:1976,1.0,6781.0,0.000147492625369
41420_1976.txt,country:DEU,party:FDP Free Democratic Party,year:1976,1.0,8124.0,0.000123107226394
41320_1976.txt,country:DEU,party:SPD Social Democratic Party of Germany,year:1976,6.0,17092.0,0.000351164696243
21913_1965.txt,country:BELd,party:VU Peoples? Union,year:1965,15.0,7276.0,0.00206583115273
21420_1965.txt,country:BELd,party:PVV/PLP Party of Liberty and Progress,year:1965,12.0,29005.0,0.000413893008657
21913_1978.txt,country:BELd,party:VU Peoples? Union,year:1978,0.0,4230.0,0.0
21421_1978.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:1978,2.0,4519.0,0.000442771751162
21521_1978.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1978,1.0,15679.0,6.37836458732e-05
21321_1978.txt,country:BELd,party:sp.a Socialist Party Different,year:1978,3.0,12402.0,0.000241954996371
21914_1987.txt,country:BELd,party:VB Flemish Bloc,year:1987,6.0,4036.0,0.0014888337469
21521_1987.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1987,3.0,13292.0,0.000225750620814
21112_1987.txt,country:BELd,party:groen! Green!,year:1987,23.0,46734.0,0.000492389372953
21913_1987.txt,country:BELd,party:VU Peoples? Union,year:1987,4.0,4029.0,0.000993788819876
21321_1987.txt,country:BELd,party:sp.a Socialist Party Different,year:1987,3.0,12902.0,0.000232576168695
21421_1987.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:1987,1.0,3507.0,0.000285225328009
21913_1971.txt,country:BELd,party:VU Peoples? Union,year:1971,3.0,3475.0,0.000864055299539
21521_1971.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1971,0.0,750.0,0.0
21521_1977.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1977,4.0,25502.0,0.000156875049023
21421_1977.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:1977,2.0,8387.0,0.000238521168754
21913_1977.txt,country:BELd,party:VU Peoples? Union,year:1977,0.0,3726.0,0.0
21913_1974.txt,country:BELd,party:VU Peoples? Union,year:1974,7.0,1873.0,0.0037513397642
21421_1974.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:1974,4.0,23024.0,0.000173761946134
21111_2010.txt,country:BELd,party:ECOLO Ecologists,year:2010,5.0,14647.0,0.000341483403907
21914_2003.txt,country:BELd,party:VB Flemish Bloc,year:2003,26.0,23915.0,0.00108836703085
21521_2003.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:2003,9.0,38639.0,0.000232979549573
21421_2003.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:2003,2.0,4005.0,0.000499625281039
21112_2003.txt,country:BELd,party:groen! Green!,year:2003,6.0,18220.0,0.00032941693203
21915_1999.txt,country:BELd,party:VU-ID21 People?s Union - Complete Democracy for the 21st century,year:1999,23.0,34318.0,0.000670651698498
21421_1999.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:1999,10.0,25910.0,0.0003861003861
21112_1999.txt,country:BELd,party:groen! Green!,year:1999,19.0,47196.0,0.000402738622634
21321_1999.txt,country:BELd,party:sp.a Socialist Party Different,year:1999,2.0,10775.0,0.000185649308456
21914_1999.txt,country:BELd,party:VB Flemish Bloc,year:1999,129.0,97338.0,0.00132703761997
21521_1999.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1999,0.0,17758.0,0.0
21421_2007.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:2007,13.0,36098.0,0.000360260496051
21330_2007.txt,country:BELd,party:"SPIRIT Social,year:2007,1.0,18420.0,5.42917639394e-05
21916_2007.txt,country:BELd,party:N-VA New Flemish Alliance,year:2007,10.0,18593.0,0.000538126244417
21221_2007.txt,country:BELd,party:sp.a-SPIRIT Socialist Party Different ? Spirit,year:2007,3.0,2834.0,0.00105969622042
21917_2007.txt,country:BELd,party:VB Flemish Interest,year:2007,36.0,38672.0,0.000931773475515
21521_2007.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:2007,11.0,39231.0,0.000280469148394
21430_2007.txt,country:BELd,party:LDD List Dedecker,year:2007,10.0,15209.0,0.000657938022238
21112_2007.txt,country:BELd,party:groen! Green!,year:2007,12.0,56029.0,0.000214220683007
21521_1968.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1968,1.0,8364.0,0.000119574315437
21521_1991.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1991,6.0,16367.0,0.00036672575026
21321_1991.txt,country:BELd,party:sp.a Socialist Party Different,year:1991,8.0,56508.0,0.000141592920354
21913_1991.txt,country:BELd,party:VU Peoples? Union,year:1991,2.0,4002.0,0.0005
21112_1991.txt,country:BELd,party:groen! Green!,year:1991,2.0,8904.0,0.000224668613795
21914_1991.txt,country:BELd,party:VB Flemish Bloc,year:1991,15.0,5653.0,0.00266051791415
21913_1961.txt,country:BELd,party:VU Peoples? Union,year:1961,0.0,397.0,0.0
21521_1995.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1995,11.0,15904.0,0.00069212861008
21913_1995.txt,country:BELd,party:VU Peoples? Union,year:1995,15.0,30453.0,0.000492805046324
21914_1995.txt,country:BELd,party:VB Flemish Bloc,year:1995,48.0,25939.0,0.0018539260747
21421_1995.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:1995,2.0,3699.0,0.000540979172302
21321_1995.txt,country:BELd,party:sp.a Socialist Party Different,year:1995,5.0,13572.0,0.000368541313481
21112_1995.txt,country:BELd,party:groen! Green!,year:1995,22.0,18198.0,0.00121038732394
21112_1985.txt,country:BELd,party:groen! Green!,year:1985,19.0,39989.0,0.000475356517388
21521_1985.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1985,11.0,12179.0,0.000904010519395
21421_1985.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:1985,4.0,14800.0,0.000270343336037
21913_1985.txt,country:BELd,party:VU Peoples? Union,year:1985,3.0,3139.0,0.000956632653061
21321_1985.txt,country:BELd,party:sp.a Socialist Party Different,year:1985,2.0,36094.0,5.54139421478e-05
21914_1981.txt,country:BELd,party:VB Flemish Bloc,year:1981,1.0,2728.0,0.000366703337
21321_1981.txt,country:BELd,party:sp.a Socialist Party Different,year:1981,4.0,25556.0,0.000156543519098
21913_1981.txt,country:BELd,party:VU Peoples? Union,year:1981,3.0,2929.0,0.00102529049897
21521_1981.txt,country:BELd,party:CD&V Christian Democratic and Flemish,year:1981,2.0,23807.0,8.4015963033e-05
21421_1981.txt,country:BELd,party:openVLD Open Flemish Liberals and Democrats,year:1981,1.0,5012.0,0.000199560965875
21112_1981.txt,country:BELd,party:groen! Green!,year:1981,2.0,5390.0,0.000371195248701
31320_1962.txt,country:FRA,party:PS Socialist Party,year:1962,5.0,2066.0,0.00242600679282
31521_1962.txt,country:FRA,party:MRP Popular Republican Movement,year:1962,8.0,13729.0,0.000583047882807
31621_1962.txt,country:FRA,party:RPR Rally for the Republic - Gaullists,year:1962,1.0,3503.0,0.000285551113649
31622_1962.txt,country:FRA,party:Union for a New Majority - Conservatives/Gaullists,year:1962,0.0,951.0,0.0
31220_1962.txt,country:FRA,party:PCF French Communist Party,year:1962,2.0,1482.0,0.00135135135135
31421_1962.txt,country:FRA,party:RRRS Radical Socialist Party,year:1962,12.0,17290.0,0.000694524829263
31220_1978.txt,country:FRA,party:PCF French Communist Party,year:1978,5.0,45196.0,0.000110641499414
